,gene_id,gene_name
2266,ENSG00000159167,STC1
2267,ENSG00000042980,ADAM28
2268,ENSG00000104722,NEFM
2269,ENSG00000221818,EBF2
2270,ENSG00000104765,BNIP3L
2271,ENSG00000240694,PNMA2
2272,ENSG00000092964,DPYSL2
2273,ENSG00000015592,STMN4
2274,ENSG00000120899,PTK2B
2275,ENSG00000120903,CHRNA2
2276,ENSG00000120885,CLU
2277,ENSG00000168081,PNOC
2278,ENSG00000254034,RP11-662B19.2
2279,ENSG00000253490,AC145110.1
2280,ENSG00000271869,RP11-51J9.5
2281,ENSG00000133874,RNF122
2282,ENSG00000133878,DUSP26
2283,ENSG00000254194,RP1-273G13.3
2284,ENSG00000253108,RP1-84O15.2
2285,ENSG00000183154,RP11-863K10.7
2286,ENSG00000156675,RAB11FIP1
2287,ENSG00000188778,ADRB3
2288,ENSG00000196166,C8orf86
2289,ENSG00000147526,TACC1
2290,ENSG00000169499,PLEKHA2
2291,ENSG00000169495,HTRA4
2292,ENSG00000176907,C8orf4
2293,ENSG00000165061,ZMAT4
2294,ENSG00000104332,SFRP1
2295,ENSG00000104368,PLAT
2296,ENSG00000253408,RP11-231D20.2
2297,ENSG00000254165,RP11-503E24.2
2298,ENSG00000147434,CHRNA6
2299,ENSG00000221869,CEBPD
2300,ENSG00000168333,C8orf22
2301,ENSG00000253474,RP11-10H3.1
2302,ENSG00000272076,RP11-11C20.3
2303,ENSG00000168300,PCMTD1
2304,ENSG00000272024,RP11-546K22.3
2305,ENSG00000206579,XKR4
2306,ENSG00000253614,RP11-513O17.3
2307,ENSG00000253376,RP11-44D19.1
2308,ENSG00000137575,SDCBP
2309,ENSG00000198846,TOX
2310,ENSG00000228862,RP11-91I20.3
2311,ENSG00000254432,RP11-33I11.2
2312,ENSG00000254777,AC022182.1
2313,ENSG00000254802,AC022182.3
2314,ENSG00000198363,ASPH
2315,ENSG00000246145,RRS1-AS1
2316,ENSG00000147576,ADHFE1
2317,ENSG00000169085,C8orf46
2318,ENSG00000278888,AC090154.1
2319,ENSG00000182674,KCNB2
2320,ENSG00000274443,C8orf89
2321,ENSG00000147604,RPL7
2322,ENSG00000121039,RDH10
2323,ENSG00000104343,UBE2W
2324,ENSG00000154589,LY96
2325,ENSG00000254288,RP11-6I2.3
2326,ENSG00000249395,CASC9
2327,ENSG00000164749,HNF4G
2328,ENSG00000104435,STMN2
2329,ENSG00000164683,HEY1
2330,ENSG00000272138,LINC01607
2331,ENSG00000205189,ZBTB10
2332,ENSG00000076641,PAG1
2333,ENSG00000253214,RP11-1149M10.2
2334,ENSG00000164687,FABP5
2335,ENSG00000254689,RP11-354A14.1
2336,ENSG00000184672,RALYL
2337,ENSG00000260493,RP11-219B4.7
2338,ENSG00000104267,CA2
2339,ENSG00000170289,CNGB3
2340,ENSG00000253171,CTB-118P15.2
2341,ENSG00000271156,RP11-642C5.1
2342,ENSG00000104327,CALB1
2343,ENSG00000123119,NECAB1
2344,ENSG00000155099,TMEM55A
2345,ENSG00000079102,RUNX1T1
2346,ENSG00000253848,RP11-10N23.5
2347,ENSG00000264448,RP3-388N13.5
2348,ENSG00000261437,RP11-22C11.2
2349,ENSG00000164938,TP53INP1
2350,ENSG00000253872,RP11-90D11.1
2351,ENSG00000169439,SDC2
2352,ENSG00000104324,CPQ
2353,ENSG00000104341,LAPTM4B
2354,ENSG00000132561,MATN2
2355,ENSG00000164920,OSR2
2356,ENSG00000229625,RP11-44N12.2
2357,ENSG00000156509,FBXO43
2358,ENSG00000248599,FLJ42969
2359,ENSG00000271882,KB-1410C5.5
2360,ENSG00000104490,NCALD
2361,ENSG00000246263,UBR5-AS1
2362,ENSG00000272037,KB-431C1.5
2363,ENSG00000155090,KLF10
2364,ENSG00000253669,KB-1732A1.1
2365,ENSG00000254281,KB-1507C5.4
2366,ENSG00000164929,BAALC
2367,ENSG00000164930,FZD6
2368,ENSG00000164934,DCAF13
2369,ENSG00000147647,DPYS
2370,ENSG00000147650,LRP12
2371,ENSG00000253582,RP11-649G15.2
2372,ENSG00000104408,EIF3E
2373,ENSG00000164841,TMEM74
2374,ENSG00000164796,CSMD3
2375,ENSG00000225885,AC023590.1
2376,ENSG00000254343,RP11-760H22.2
2377,ENSG00000187955,COL14A1
2378,ENSG00000253619,RP11-369K17.1
2379,ENSG00000253819,LINC01151
2380,ENSG00000147689,FAM83A
2381,ENSG00000156802,ATAD2
2382,ENSG00000156804,FBXO32
2383,ENSG00000253227,RP11-383J24.1
2384,ENSG00000253513,RP11-6D1.3
2385,ENSG00000104549,SQLE
2386,ENSG00000173334,TRIB1
2387,ENSG00000253111,RP11-136O12.2
2388,ENSG00000244791,RP11-65D17.1
2389,ENSG00000168672,FAM84B
2390,ENSG00000246228,CASC8
2391,ENSG00000136997,MYC
2392,ENSG00000165071,TMEM71
2393,ENSG00000155926,SLA
2394,ENSG00000104419,NDRG1
2395,ENSG00000253988,RP11-489O18.1
2396,ENSG00000147724,FAM135B
2397,ENSG00000254258,RP11-398H6.1
2398,ENSG00000105339,DENND3
2399,ENSG00000254291,RP11-10J21.6
2400,ENSG00000204882,GPR20
2401,ENSG00000271959,CTD-3064M3.7
2402,ENSG00000261693,RP13-467H17.1
2403,ENSG00000198576,ARC
2404,ENSG00000160932,LY6E
2405,ENSG00000254859,RP11-661A12.5
2406,ENSG00000254812,RP11-661A12.12
2407,ENSG00000254548,RP11-429J17.5
2408,ENSG00000254973,RP11-429J17.7
2409,ENSG00000214733,RP11-429J17.8
2410,ENSG00000261150,EPPK1
2411,ENSG00000178685,PARP10
2412,ENSG00000265393,CTD-2517M22.17
2413,ENSG00000227155,RP11-165F24.3
2414,ENSG00000173253,DMRT2
2415,ENSG00000254017,IGHEP2
2416,ENSG00000225489,RP11-390F4.3
2417,ENSG00000273056,RP11-77E14.2
2418,ENSG00000231902,RP11-29B9.2
2419,ENSG00000044459,CNTLN
2420,ENSG00000273226,RP11-513M16.8
2421,ENSG00000137154,RPS6
2422,ENSG00000233906,RP11-315I14.2
2423,ENSG00000237414,RP11-321L2.2
2424,ENSG00000107201,DDX58
2425,ENSG00000086061,DNAJA1
2426,ENSG00000086062,B4GALT1
2427,ENSG00000122711,SPINK4
2428,ENSG00000260947,RP11-384P7.7
2429,ENSG00000010438,PRSS3
2430,ENSG00000228352,RP11-537H15.3
2431,ENSG00000122733,PHF24
2432,ENSG00000005238,FAM214B
2433,ENSG00000215187,FAM166B
2434,ENSG00000137101,CD72
2435,ENSG00000227933,RP11-331F9.4
2436,ENSG00000137076,TLN1
2437,ENSG00000137098,SPAG8
2438,ENSG00000204930,FAM221B
2439,ENSG00000122707,RECK
2440,ENSG00000122705,CLTA
2441,ENSG00000196092,PAX5
2442,ENSG00000276500,BMS1P14
2443,ENSG00000277260,FAM74A7
2444,ENSG00000229311,RP11-475I24.8
2445,ENSG00000274516,FAM74A6
2446,ENSG00000231248,RP11-160N1.9
2447,ENSG00000235659,RP11-374M1.5
2448,ENSG00000231212,RP11-111F5.3
2449,ENSG00000226007,RP11-211N8.2
2450,ENSG00000278849,RP11-327I22.5
2451,ENSG00000274349,ZNF658
2452,ENSG00000276348,RP11-395E19.2
2453,ENSG00000233178,RP11-88I18.2
2454,ENSG00000236733,RP11-203L2.4
2455,ENSG00000278910,BANCR
2456,ENSG00000165072,MAMDC2
2457,ENSG00000235523,RP11-63P12.7
2458,ENSG00000165092,ALDH1A1
2459,ENSG00000135046,ANXA1
2460,ENSG00000119121,TRPM6
2461,ENSG00000135002,RFK
2462,ENSG00000156049,GNA14
2463,ENSG00000106829,TLE4
2464,ENSG00000267559,RP11-383M4.6
2465,ENSG00000229109,RP11-439K3.1
2466,ENSG00000148057,IDNK
2467,ENSG00000227463,RP11-158D2.2
2468,ENSG00000197506,SLC28A3
2469,ENSG00000180447,GAS1
2470,ENSG00000135047,CTSL
2471,ENSG00000156345,CDK20
2472,ENSG00000130045,NXNL2
2473,ENSG00000123975,CKS2
2474,ENSG00000130222,GADD45G
2475,ENSG00000165025,SYK
2476,ENSG00000230537,RP11-305L7.1
2477,ENSG00000233081,RP11-440G5.2
2478,ENSG00000279007,AL136097.1
2479,ENSG00000106809,OGN
2480,ENSG00000127084,FGD3
2481,ENSG00000157303,SUSD3
2482,ENSG00000223446,RP11-274J16.5
2483,ENSG00000131669,NINJ1
2484,ENSG00000227603,RP11-165J3.6
2485,ENSG00000231990,RP11-53B5.1
2486,ENSG00000131668,BARX1
2487,ENSG00000235601,BARX1-AS1
2488,ENSG00000269946,RP11-2B6.3
2489,ENSG00000165140,FBP1
2490,ENSG00000271384,RP11-435O5.7
2491,ENSG00000188152,NUTM2G
2492,ENSG00000203279,RP11-498P14.5
2493,ENSG00000136929,HEMGN
2494,ENSG00000267026,RP11-92C4.3
2495,ENSG00000204291,COL15A1
2496,ENSG00000270412,RP11-92C4.6
2497,ENSG00000271086,NAMA
2498,ENSG00000198785,GRIN3A
2499,ENSG00000165028,NIPSNAP3B
2500,ENSG00000165029,ABCA1
2501,ENSG00000226334,RP11-217B7.2
2502,ENSG00000070214,SLC44A1
2503,ENSG00000228317,RP11-235C23.5
2504,ENSG00000186051,TAL2
2505,ENSG00000234323,RP11-308N19.1
2506,ENSG00000234229,LINC01505
2507,ENSG00000136826,KLF4
2508,ENSG00000260230,FRRS1L
2509,ENSG00000165124,SVEP1
2510,ENSG00000173258,ZNF483
2511,ENSG00000225684,FAM225B
2512,ENSG00000136867,SLC31A2
2513,ENSG00000227482,RP11-18B16.2
2514,ENSG00000196739,COL27A1
2515,ENSG00000229314,ORM1
2516,ENSG00000228278,ORM2
2517,ENSG00000106948,AKNA
2518,ENSG00000235119,RP11-9M16.2
2519,ENSG00000181634,TNFSF15
2520,ENSG00000041982,TNC
2521,ENSG00000182752,PAPPA
2522,ENSG00000136869,TLR4
2523,ENSG00000228512,RP11-281A20.2
2524,ENSG00000106780,MEGF9
2525,ENSG00000226752,PSMD5-AS1
2526,ENSG00000119403,PHF19
2527,ENSG00000056558,TRAF1
2528,ENSG00000119397,CNTRL
2529,ENSG00000148180,GSN
2530,ENSG00000235865,GSN-AS1
2531,ENSG00000148175,STOM
2532,ENSG00000185681,MORN5
2533,ENSG00000095303,PTGS1
2534,ENSG00000233616,RP11-542K23.10
2535,ENSG00000229245,RP11-542K23.7
2536,ENSG00000188394,GPR21
2537,ENSG00000044574,HSPA5
2538,ENSG00000167094,TTC16
2539,ENSG00000095370,SH2D3C
2540,ENSG00000106991,ENG
2541,ENSG00000167103,PIP5KL1
2542,ENSG00000197694,SPTAN1
2543,ENSG00000234705,HMGA1P4
2544,ENSG00000119335,SET
2545,ENSG00000160446,ZDHHC12
2546,ENSG00000095321,CRAT
2547,ENSG00000188483,IER5L
2548,ENSG00000268050,RP11-247A12.8
2549,ENSG00000179082,C9orf106
2550,ENSG00000230676,RP11-65J3.3
2551,ENSG00000261334,RP11-65J3.14
2552,ENSG00000239353,RP11-492E3.51
2553,ENSG00000227619,RP11-492E3.2
2554,ENSG00000179058,C9orf50
2555,ENSG00000236024,PRRX2-AS1
2556,ENSG00000148344,PTGES
2557,ENSG00000136878,USP20
2558,ENSG00000187239,FNBP1
2559,ENSG00000270755,RP11-138E2.1
2560,ENSG00000148357,HMCN2
2561,ENSG00000050555,LAMC3
2562,ENSG00000246851,RP11-544A12.8
2563,ENSG00000230289,RP11-334J6.6
2564,ENSG00000196358,NTNG2
2565,ENSG00000125492,BARHL1
2566,ENSG00000165695,AK8
2567,ENSG00000171102,OBP2B
2568,ENSG00000160323,ADAMTS13
2569,ENSG00000160326,SLC2A6
2570,ENSG00000123453,SARDH
2571,ENSG00000273473,LL09NC01-139C3.1
2572,ENSG00000228877,RP11-473E2.4
2573,ENSG00000085265,FCN1
2574,ENSG00000122136,OBP2A
2575,ENSG00000122133,PAEP
2576,ENSG00000237886,NALT1
2577,ENSG00000213213,CCDC183
2578,ENSG00000169583,CLIC3
2579,ENSG00000180539,C9orf139
2580,ENSG00000180549,FUT7
2581,ENSG00000236394,RP11-229P13.15
2582,ENSG00000198569,SLC34A3
2583,ENSG00000188229,TUBB4B
2584,ENSG00000197768,C9orf173
2585,ENSG00000188747,NOXA1
2586,ENSG00000188833,ENTPD8
2587,ENSG00000177947,ODF3
2588,ENSG00000254559,RP11-304M2.5
2589,ENSG00000185201,IFITM2
2590,ENSG00000142089,IFITM3
2591,ENSG00000255237,RP13-317D12.3
2592,ENSG00000185507,IRF7
2593,ENSG00000099834,CDHR5
2594,ENSG00000255108,AP006621.8
2595,ENSG00000254872,RP13-870H17.3
2596,ENSG00000184545,DUSP8
2597,ENSG00000233930,KRTAP5-AS1
2598,ENSG00000244242,IFITM10
2599,ENSG00000149043,SYT8
2600,ENSG00000130598,TNNI2
2601,ENSG00000130592,LSP1
2602,ENSG00000130595,TNNT3
2603,ENSG00000167244,IGF2
2604,ENSG00000110665,C11orf21
2605,ENSG00000064201,TSPAN32
2606,ENSG00000070985,TRPM5
2607,ENSG00000053918,KCNQ1
2608,ENSG00000269821,KCNQ1OT1
2609,ENSG00000229414,KCNQ1-AS1
2610,ENSG00000237941,KCNQ1DN
2611,ENSG00000129757,CDKN1C
2612,ENSG00000110628,SLC22A18
2613,ENSG00000181649,PHLDA2
2614,ENSG00000236301,MRGPRG-AS1
2615,ENSG00000177105,RHOG
2616,ENSG00000180785,OR51E1
2617,ENSG00000167332,OR51E2
2618,ENSG00000244734,HBB
2619,ENSG00000223609,HBD
2620,ENSG00000213934,HBG1
2621,ENSG00000196565,HBG2
2622,ENSG00000213931,HBE1
2623,ENSG00000183251,OR51B4
2624,ENSG00000175518,UBQLNL
2625,ENSG00000239920,AC015691.13
2626,ENSG00000121236,TRIM6
2627,ENSG00000132256,TRIM5
2628,ENSG00000132274,TRIM22
2629,ENSG00000166311,SMPD1
2630,ENSG00000254400,RP11-732A19.8
2631,ENSG00000166340,TPP1
2632,ENSG00000166387,PPFIBP2
2633,ENSG00000254860,TMEM9B-AS1
2634,ENSG00000133789,SWAP70
2635,ENSG00000254554,RP11-351I24.1
2636,ENSG00000148926,ADM
2637,ENSG00000255823,MTRNR2L8
2638,ENSG00000177112,MRVI1-AS1
2639,ENSG00000133800,LYVE1
2640,ENSG00000247271,ZBED5-AS1
2641,ENSG00000050165,DKK3
2642,ENSG00000254486,RP13-631K18.2
2643,ENSG00000110693,SOX6
2644,ENSG00000070081,NUCB2
2645,ENSG00000006611,USH1C
2646,ENSG00000188162,OTOG
2647,ENSG00000129159,KCNC1
2648,ENSG00000134333,LDHA
2649,ENSG00000166796,LDHC
2650,ENSG00000129170,CSRP3
2651,ENSG00000270607,RP11-359E10.1
2652,ENSG00000148935,GAS2
2653,ENSG00000198168,SVIP
2654,ENSG00000246225,RP11-17A1.3
2655,ENSG00000255418,RP11-266A24.1
2656,ENSG00000255243,CTD-2507G9.1
2657,ENSG00000148942,SLC5A12
2658,ENSG00000245573,BDNF-AS
2659,ENSG00000255029,CTD-3012A18.1
2660,ENSG00000066382,MPPED2
2661,ENSG00000228061,Z83001.1
2662,ENSG00000135378,PRRG4
2663,ENSG00000280798,LINC00294
2664,ENSG00000255202,RP4-541C22.5
2665,ENSG00000085063,CD59
2666,ENSG00000135363,LMO2
2667,ENSG00000121691,CAT
2668,ENSG00000135373,EHF
2669,ENSG00000026508,CD44
2670,ENSG00000110436,SLC1A2
2671,ENSG00000149090,PAMR1
2672,ENSG00000175097,RAG2
2673,ENSG00000187479,C11orf96
2674,ENSG00000085117,CD82
2675,ENSG00000255092,RP11-58K22.4
2676,ENSG00000019505,SYT13
2677,ENSG00000205106,DKFZp779M0652
2678,ENSG00000255447,CTD-2210P24.6
2679,ENSG00000255007,CTD-2589M5.4
2680,ENSG00000110492,MDK
2681,ENSG00000134571,MYBPC3
2682,ENSG00000066336,SPI1
2683,ENSG00000165917,RAPSN
2684,ENSG00000196666,FAM180B
2685,ENSG00000172247,C1QTNF4
2686,ENSG00000165923,AGBL2
2687,ENSG00000183908,LRRC55
2688,ENSG00000109991,P2RX3
2689,ENSG00000156575,PRG3
2690,ENSG00000186652,PRG2
2691,ENSG00000214872,SMTNL1
2692,ENSG00000149131,SERPING1
2693,ENSG00000166793,YPEL4
2694,ENSG00000110031,LPXN
2695,ENSG00000149124,GLYAT
2696,ENSG00000245571,AP001258.4
2697,ENSG00000166801,FAM111A
2698,ENSG00000134827,TCN1
2699,ENSG00000149516,MS4A3
2700,ENSG00000149534,MS4A2
2701,ENSG00000214787,MS4A4E
2702,ENSG00000110079,MS4A4A
2703,ENSG00000183134,PTGDR2
2704,ENSG00000110446,SLC15A3
2705,ENSG00000229859,PGA3
2706,ENSG00000229183,PGA4
2707,ENSG00000256713,PGA5
2708,ENSG00000149476,TKFC
2709,ENSG00000162148,PPP1R32
2710,ENSG00000149485,FADS1
2711,ENSG00000167996,FTH1
2712,ENSG00000124935,SCGB1D2
2713,ENSG00000255118,RP11-703H8.7
2714,ENSG00000256690,RP11-727F15.9
2715,ENSG00000168003,SLC3A2
2716,ENSG00000257002,AP000438.2
2717,ENSG00000184999,SLC22A10
2718,ENSG00000196600,SLC22A25
2719,ENSG00000168004,HRASLS5
2720,ENSG00000133317,LGALS12
2721,ENSG00000133321,RARRES3
2722,ENSG00000133328,HRASLS2
2723,ENSG00000176485,PLA2G16
2724,ENSG00000110011,DNAJC4
2725,ENSG00000182450,KCNK4
2726,ENSG00000126432,PRDX5
2727,ENSG00000236935,AP003774.1
2728,ENSG00000168065,SLC22A11
2729,ENSG00000110046,ATG2A
2730,ENSG00000068971,PPP2R5B
2731,ENSG00000149735,GPHA2
2732,ENSG00000168060,NAALADL1
2733,ENSG00000149809,TM7SF2
2734,ENSG00000254614,AP003068.23
2735,ENSG00000173825,TIGD3
2736,ENSG00000255478,RP11-867O8.5
2737,ENSG00000162241,SLC25A45
2738,ENSG00000245532,NEAT1
2739,ENSG00000173727,CMB9-22P13.1
2740,ENSG00000251562,MALAT1
2741,ENSG00000279576,AP000769.1
2742,ENSG00000172818,OVOL1
2743,ENSG00000255120,OVOL1-AS1
2744,ENSG00000255404,RP11-770G2.5
2745,ENSG00000172638,EFEMP2
2746,ENSG00000172543,CTSW
2747,ENSG00000175294,CATSPER1
2748,ENSG00000174807,CD248
2749,ENSG00000182791,CCDC87
2750,ENSG00000173992,CCS
2751,ENSG00000173227,SYT12
2752,ENSG00000175482,POLD4
2753,ENSG00000175463,TBC1D10C
2754,ENSG00000172725,CORO1B
2755,ENSG00000175544,CABP4
2756,ENSG00000084207,GSTP1
2757,ENSG00000132746,ALDH3B2
2758,ENSG00000006534,ALDH3B1
2759,ENSG00000255306,RP5-901A4.1
2760,ENSG00000255236,CTD-2655K5.1
2761,ENSG00000069482,GAL
2762,ENSG00000250508,RP11-757G1.6
2763,ENSG00000259799,RP11-554A11.9
2764,ENSG00000172927,MYEOV
2765,ENSG00000162344,FGF19
2766,ENSG00000226627,SHANK2-AS1
2767,ENSG00000204571,KRTAP5-11
2768,ENSG00000110203,FOLR3
2769,ENSG00000204971,RP11-807H22.7
2770,ENSG00000110195,FOLR1
2771,ENSG00000227467,LINC01537
2772,ENSG00000186642,PDE2A
2773,ENSG00000256007,ARAP1-AS1
2774,ENSG00000168010,ATG16L2
2775,ENSG00000256568,RP11-800A3.3
2776,ENSG00000175591,P2RY2
2777,ENSG00000171631,P2RY6
2778,ENSG00000257038,RP11-800A3.7
2779,ENSG00000110237,ARHGEF17
2780,ENSG00000021300,PLEKHB1
2781,ENSG00000175567,UCP2
2782,ENSG00000175538,KCNE3
2783,ENSG00000254928,RP11-702H23.6
2784,ENSG00000054938,CHRDL2
2785,ENSG00000137491,SLCO2B1
2786,ENSG00000261594,TPBGL
2787,ENSG00000149273,RPS3
2788,ENSG00000255326,CTD-2530H12.4
2789,ENSG00000166391,MOGAT2
2790,ENSG00000236304,AP001189.4
2791,ENSG00000178301,AQP11
2792,ENSG00000254459,RP11-91P24.7
2793,ENSG00000254649,RP11-452H21.2
2794,ENSG00000255084,RP11-843A23.1
2795,ENSG00000150687,PRSS23
2796,ENSG00000269895,AP000654.4
2797,ENSG00000246523,RP11-736K20.6
2798,ENSG00000109861,CTSC
2799,ENSG00000255082,GRM5-AS1
2800,ENSG00000077616,NAALAD2
2801,ENSG00000181333,HEPHL1
2802,ENSG00000134627,PIWIL4
2803,ENSG00000255666,RP11-867G2.6
2804,ENSG00000256469,RP11-856F16.2
2805,ENSG00000149212,SESN3
2806,ENSG00000184384,MAML2
2807,ENSG00000149972,CNTN5
2808,ENSG00000165895,ARHGAP42
2809,ENSG00000137691,C11orf70
2810,ENSG00000023445,BIRC3
2811,ENSG00000255337,RP11-315O6.1
2812,ENSG00000149968,MMP3
2813,ENSG00000170962,PDGFD
2814,ENSG00000196954,CASP4
2815,ENSG00000137752,CASP1
2816,ENSG00000204397,CARD16
2817,ENSG00000110675,ELMOD1
2818,ENSG00000196167,COLCA1
2819,ENSG00000109846,CRYAB
2820,ENSG00000150782,IL18
2821,ENSG00000268472,RP11-356J5.13
2822,ENSG00000254968,RP11-65M17.3
2823,ENSG00000170209,ANKK1
2824,ENSG00000109906,ZBTB16
2825,ENSG00000166741,NNMT
2826,ENSG00000110245,APOC3
2827,ENSG00000224077,AP000936.4
2828,ENSG00000137726,FXYD6
2829,ENSG00000137747,TMPRSS13
2830,ENSG00000110324,IL10RA
2831,ENSG00000177098,SCN4B
2832,ENSG00000160593,JAML
2833,ENSG00000160588,MPZL3
2834,ENSG00000149573,MPZL2
2835,ENSG00000167286,CD3D
2836,ENSG00000160654,CD3G
2837,ENSG00000118058,KMT2A
2838,ENSG00000110375,UPK2
2839,ENSG00000254428,RP11-110I1.11
2840,ENSG00000160703,NLRX1
2841,ENSG00000172367,PDZD3
2842,ENSG00000110395,CBL
2843,ENSG00000154096,THY1
2844,ENSG00000110400,PVRL1
2845,ENSG00000137699,TRIM29
2846,ENSG00000137709,POU2F3
2847,ENSG00000255219,RP11-716H6.2
2848,ENSG00000154127,UBASH3B
2849,ENSG00000109944,C11orf63
2850,ENSG00000109971,HSPA8
2851,ENSG00000110002,VWA5A
2852,ENSG00000197849,OR8G1
2853,ENSG00000197125,OR8B8
2854,ENSG00000149564,ESAM
2855,ENSG00000245498,RP11-677M14.7
2856,ENSG00000149557,FEZ1
2857,ENSG00000255537,AP000708.1
2858,ENSG00000196844,PATE2
2859,ENSG00000149571,KIRREL3
2860,ENSG00000134954,ETS1
2861,ENSG00000245008,RP11-744N12.3
2862,ENSG00000120471,TP53AIP1
2863,ENSG00000281097,LINC01395
2864,ENSG00000151715,TMEM45B
2865,ENSG00000084234,APLP2
2866,ENSG00000134917,ADAMTS8
2867,ENSG00000182667,NTM
2868,ENSG00000204241,RP11-713P17.3
2869,ENSG00000149328,GLB1L2
2870,ENSG00000109956,B3GAT1
2871,ENSG00000185736,ADARB2
2872,ENSG00000273001,RP11-118K6.3
2873,ENSG00000227338,RP11-195B3.1
2874,ENSG00000067082,KLF6
2875,ENSG00000198610,AKR1C4
2876,ENSG00000224034,RP11-445P17.8
2877,ENSG00000242147,RP13-463N16.6
2878,ENSG00000226647,RP11-336A10.2
2879,ENSG00000134460,IL2RA
2880,ENSG00000212743,RP11-563J2.3
2881,ENSG00000234248,RP11-799O21.2
2882,ENSG00000123243,ITIH5
2883,ENSG00000048740,CELF2
2884,ENSG00000230322,RP3-323N1.2
2885,ENSG00000228302,RP11-186N15.3
2886,ENSG00000183049,CAMK1D
2887,ENSG00000123240,OPTN
2888,ENSG00000165623,UCMA
2889,ENSG00000065809,FAM107B
2890,ENSG00000232739,RP11-25G10.2
2891,ENSG00000107611,CUBN
2892,ENSG00000026025,VIM
2893,ENSG00000260589,STAM-AS1
2894,ENSG00000233968,RP11-354E11.2
2895,ENSG00000148450,MSRB2
2896,ENSG00000165312,OTUD1
2897,ENSG00000077420,APBB1IP
2898,ENSG00000236894,RP11-128B16.3
2899,ENSG00000231976,LINC00202-2
2900,ENSG00000232224,LINC00202-1
2901,ENSG00000262412,RP11-85G18.6
2902,ENSG00000254635,WAC-AS1
2903,ENSG00000204365,C10orf126
2904,ENSG00000151033,LYZL2
2905,ENSG00000148516,ZEB1
2906,ENSG00000230534,RP11-297A16.2
2907,ENSG00000095794,CREM
2908,ENSG00000273312,RP11-425A6.5
2909,ENSG00000280719,PCAT5
2910,ENSG00000227313,RP11-309N24.1
2911,ENSG00000148513,ANKRD30A
2912,ENSG00000236514,RP11-162G10.5
2913,ENSG00000273008,RP11-351D16.3
2914,ENSG00000150201,FXYD4
2915,ENSG00000230555,RP11-517P14.2
2916,ENSG00000223910,ZNF32-AS3
2917,ENSG00000107551,RASSF4
2918,ENSG00000165507,C10orf10
2919,ENSG00000012779,ALOX5
2920,ENSG00000266412,NCOA4
2921,ENSG00000204179,PTPN20
2922,ENSG00000128815,WDFY4
2923,ENSG00000243251,PGBD3
2924,ENSG00000178645,C10orf53
2925,ENSG00000223502,RP11-96B5.3
2926,ENSG00000165449,SLC16A9
2927,ENSG00000170312,CDK1
2928,ENSG00000150347,ARID5B
2929,ENSG00000122877,EGR2
2930,ENSG00000171988,JMJD1C
2931,ENSG00000272767,JMJD1C-AS1
2932,ENSG00000224714,RP11-179K3.2
2933,ENSG00000233590,RP11-153K11.3
2934,ENSG00000165732,DDX21
2935,ENSG00000122862,SRGN
2936,ENSG00000148734,NPFFR1
2937,ENSG00000180644,PRF1
2938,ENSG00000107731,UNC5B
2939,ENSG00000237512,UNC5B-AS1
2940,ENSG00000107738,C10orf54
2941,ENSG00000197746,PSAP
2942,ENSG00000122863,CHST3
2943,ENSG00000107742,SPOCK2
2944,ENSG00000168209,DDIT4
2945,ENSG00000269926,RP11-442H21.2
2946,ENSG00000138308,PLA2G12B
2947,ENSG00000156042,CFAP70
2948,ENSG00000233144,RP11-537A6.9
2949,ENSG00000177791,MYOZ1
2950,ENSG00000271848,RP11-464F9.21
2951,ENSG00000214655,ZSWIM8
2952,ENSG00000122861,PLAU
2953,ENSG00000035403,VCL
2954,ENSG00000079393,DUSP13
2955,ENSG00000226051,ZNF503-AS1
2956,ENSG00000165655,ZNF503
2957,ENSG00000272692,RP11-399K21.14
2958,ENSG00000236842,RP11-399K21.10
2959,ENSG00000148655,C10orf11
2960,ENSG00000228748,RP13-39P12.3
2961,ENSG00000224596,ZMIZ1-AS1
2962,ENSG00000188199,NUTM2B
2963,ENSG00000178217,SH2D4B
2964,ENSG00000271933,RP11-338I21.1
2965,ENSG00000229404,LINC00858
2966,ENSG00000122367,LDB3
2967,ENSG00000173269,MMRN2
2968,ENSG00000173267,SNCG
2969,ENSG00000148671,ADIRF
2970,ENSG00000152766,ANKRD22
2971,ENSG00000107796,ACTA2
2972,ENSG00000026103,FAS
2973,ENSG00000119922,IFIT2
2974,ENSG00000119917,IFIT3
2975,ENSG00000204010,IFIT1B
2976,ENSG00000148680,HTR7
2977,ENSG00000152804,HHEX
2978,ENSG00000186188,FFAR4
2979,ENSG00000119969,HELLS
2980,ENSG00000108242,CYP2C18
2981,ENSG00000138185,ENTPD1
2982,ENSG00000095585,BLNK
2983,ENSG00000241935,HOGA1
2984,ENSG00000120057,SFRP5
2985,ENSG00000095713,CRTAC1
2986,ENSG00000119943,PYROXD2
2987,ENSG00000172987,HPSE2
2988,ENSG00000119946,CNNM1
2989,ENSG00000227695,DNMBP-AS1
2990,ENSG00000107593,PKD2L1
2991,ENSG00000119906,SLF2
2992,ENSG00000237579,LINC01514
2993,ENSG00000229649,RP11-107I14.4
2994,ENSG00000234699,RP11-225H22.4
2995,ENSG00000185933,CALHM1
2996,ENSG00000183128,CALHM3
2997,ENSG00000231233,CFAP58-AS1
2998,ENSG00000229981,LINC01435
2999,ENSG00000148700,ADD3
3000,ENSG00000138166,DUSP5
